R;masse_fil;masse_mg_fil;PFCmin;PFCmax;Mgmin;Mgmax;eC;eP;temps_traitement;temps_gs;temps_serie;temps_serie_courant
95;418;43;2500;4000;0,035;0,045;0,0005;0,001;10;4;5;5
