"","cty_name","iso3numeric","id","year","eiacty","oil_prod32_14","oil_price_2000","oil_price_nom","oil_value_nom","oil_value_2000","oil_value_2014","gas_prod55_14","gas_price_2000_mboe","gas_price_2000","gas_price_nom","gas_value_nom","gas_value_2000","gas_value_2014","oil_gas_value_nom","oil_gas_value_2000","oil_gas_value_2014","oil_gas_valuePOP_nom","oil_gas_valuePOP_2000","oil_gas_valuePOP_2014","oil_exports","net_oil_exports","net_oil_exports_mt","net_oil_exports_value","net_oil_exports_valuePOP","gas_exports","net_gas_exports_bcf","net_gas_exports_mboe","net_gas_exports_value","net_gas_exports_valuePOP","net_oil_gas_exports_valuePOP","population","pop_maddison","sovereign","mult_nom_2000","mult_nom_2014","mult_2000_2014"
"8029","Cape Verde",132,"CPV",1936,"Cape Verde",NA,13.38321,1.09,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.420786,17.07576768,1.3747735192
"8030","Sri Lanka",144,"LKA",1998,"Sri Lanka",0,13.61725,12.7156615,0,0,0,0,11312955.4815178,2.0896487342,1.96,0,0,0,0,0,0,0,0,0,0,-43.1,-2146380,-214219768.375,-11.2417921171,0,0,0,0,0,-11.2417921171,19055660,19055660,1,1.0564417178,1.4523680982,1.3747735192
"8031","Armenia",51,"ARM",1992,"Armenia",0,23.38595,19.3208366,0,0,0,0,15418014.8094531,2.8479061181,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.6859,-12.2705372802,-189187325.506491,-56.0002336972,-56.0002336972,3378331,3378331,1,1.2273699216,1.6873556664,1.3747735192
"8032","Cape Verde",132,"CPV",1932,"Cape Verde",NA,10.86086,0.87,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.599874,17.32197312,1.3747735192
"8033","Russian Federation",643,"RUS",1957,"Russia",98300000,11.47628,1.9,1369024100,8366623766.2098,11502212798.5914,NA,12852184.2618626,2.373964135,0.11,NA,NA,NA,1369024100,8366623766.2098,11502212798.5914,6.3872969994,39.0351863615,53.6645405255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214335438,114554838,0,6.111378,8.40176064,1.3747735192
"8034","Croatia",191,"HRV",2009,"Croatia",775924.836,49.5009802438,61.6712648,350757109.969499,281538263.035037,387051348.651931,13.0621848467,16918245.4629102,3.1250180622,3.71,275321548.338565,220989249.518269,303810168.257589,626078658.308064,502527512.553306,690861516.909521,141.3589203676,113.4629741597,155.9858922803,0,-80.78932,-4023308.136,-1459689944.6284,-329.5755124471,12.07773,-24.75582,-4.6245421348,-78239138.9902043,-17.6651928178,-347.240705265,4429000,4489000,1,0.8026587488,1.1034739928,1.3747735192
"8035","Moldova",498,"MDA",1977,"Moldova",NA,39.04015,13.92,NA,NA,NA,NA,22498960.609321,4.1558481013,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3920281,3920281,0,2.839578,3.90377664,1.3747735192
"8036","Georgia",268,"GEO",2006,"Georgia",49800,55.369,65.1440625,23779797.710625,20311910.5444922,27924276.7401911,0.0659706305,31279493.269058,5.77772569,6.39,2415837.5343169,2063527.89389568,2836883.50458355,26195635.2449419,22375438.4383879,30761160.2447746,5.8463943708,4.9937951918,6.8653373898,1.0414,0.8214,40905.72,16600235.259,3.7048737725,0,-49.441,-9.2358882754,-288893905.145395,-64.4759207029,-60.7710469304,4480648,4661473,1,0.8541666667,1.1742857143,1.3747735192
"8037","Papua New Guinea",598,"PNG",1987,"Papua New Guinea",0,27.45986,18.4350394,0,0,0,0,16601063.0427361,3.0664303797,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3551036,3551036,1,1.5158450704,2.083943662,1.3747735192
"8038","Tunisia",788,"TUN",1945,"Tunisia",NA,9.933396,1.05,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.560544,13.14358272,1.3747735192
"8039","Norway",578,"NOR",1992,"Norway",1.07e+08,23.38595,19.3208366,15153525353.746,18598981225.339,25569386872.02,197.801095824,15418014.8094531,2.8479061181,1.74,2484744143.61802,3049700224.74,4192647110.36033,17638269497.364,21648681450.079,29762033982.3804,4111.6217853798,5046.4809083564,6937.7683177739,1953.76038,1934.02569,96314479.362,16508595251.0453,3848.2856773653,908.33711,908.33711,169.683057875,2616175899.22945,609.8515403263,4458.1372176916,4289857,4286357,1,1.2273699216,1.6873556664,1.3747735192
"8040","Philippines",608,"PHL",1972,"Philippines",0,10.08942,2.48,0,0,0,0,13591757.1614495,2.5105727848,0.19,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40850141,40850141,1,4.117302,5.66035776,1.3747735192
"8041","Norway",578,"NOR",1990,"Norway",81700000,30.875,23.7258203,14208468470.6783,18719956164.1224,25735700014.342,169.8138642771,17577255.8683605,3.2467457806,1.71,2265513529.21452,2984861742.39281,4103508881.80665,16473981999.8928,21704817906.5153,29839208896.1486,3882.6360379188,5115.4546727591,7032.5916225917,1435.99999,1404.81543,69959808.414,15831391886.4563,3731.1885292317,896,896,167.3784085029,2942053113.09526,693.3916428007,4424.5801720324,4242989,4242006,1,1.3175210406,1.8112930375,1.3747735192
"8042","Montenegro",499,"MNE",1998,"Montenegro",0,13.61725,12.7156615,0,0,0,0,11312955.4815178,2.0896487342,1.96,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605693,NA,0,1.0564417178,1.4523680982,1.3747735192
"8043","Malawi",454,"MWI",2007,"Malawi",0,60.1199916104,72.3890784,0,0,0,0,31248808.1865621,5.7720577596,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13603181,13603181,1,0.8305119079,1.1417657783,1.3747735192
"8044","Kyrgyz Republic",417,"KGZ",1988,"Kyrgyzstan",0,21.41834,14.9238417,0,0,0,NA,14635548.3378126,2.7033744726,1.69,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4243665,4243665,0,1.4556213018,2.0011496196,1.3747735192
"8045","Costa Rica",188,"CRI",1978,"Costa Rica",0,36.53513,14.02,0,0,0,0,20099450.444168,3.7126276371,0.91,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2192367,2192367,1,2.6411042945,3.6309202454,1.3747735192
"8046","Tajikistan",762,"TJK",1961,"Tajikistan",NA,10.23677,1.8,NA,NA,NA,NA,16357321.7900643,3.0214082278,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2163433,2163433,0,5.75148,7.9069824,1.3747735192
"8047","France",250,"FRA",1984,"France",2065000,45.81844,28.78,435627031,721992057.153032,992575561.220558,65.1232996056,29369761.5996525,5.4249736287,2.66,1154035632.73868,1912655784,2629468523.11861,1589662663.73868,2634647841.15303,3622044084.33917,28.8916866129,47.8840080341,65.8296662367,0,-1413.72611,-70403560.278,-23642774605.826,-429.7009989308,NA,NA,NA,NA,NA,NA,55021456,56246000,1,1.6573628489,2.2784985563,1.3747735192
"8048","Singapore",702,"SGP",1969,"Singapore",0,8.347174,1.8,0,0,0,0,15188938.806819,2.805592827,0.17,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2042500,2042500,1,4.694172,6.45342336,1.3747735192
"8049","Paraguay",600,"PRY",1938,"Paraguay",NA,13.66059,1.13,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061000,1061000,1,12.214146,16.79168448,1.3747735192
"8050","United Arab Emirates",784,"ARE",1949,"United Arab Emirates",NA,12.70712,1.78,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.220346,9.92634048,1.3747735192
"8051","Myanmar",104,"MMR",1941,"Burma (Myanmar)",1060383,13.17518,1.14,8860772.4246,103573001.781714,142389420.149802,NA,0,NA,0.05,NA,NA,NA,8860772.4246,103573001.781714,142389420.149802,0.5266745378,6.1562649656,8.4634700517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16824000,16824000,0,11.688936,16.06963968,1.3747735192
"8052","Haiti",332,"HTI",1994,"Haiti",0,18.26323,15.8173152,0,0,0,0,13479751.8853629,2.4898839662,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6801000,6801000,1,1.1619433198,1.5974089069,1.3747735192
"8053","Sierra Leone",694,"SLE",1959,"Sierra Leone",NA,12.14371,2.08,NA,NA,NA,NA,14721586.7556743,2.7192668776,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2361885,2361885,0,5.901294,8.11294272,1.3747735192
"8054","Comoros",174,"COM",2013,"Comoros",0,80.3195300542,108.6585177866,0,0,0,0,14835996.8499363,2.7403998971,3.7072900048,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,734917,NA,1,0.7391922114,1.0162218779,1.3747735192
"8055","Trinidad and Tobago",780,"TTO",1964,"Trinidad and Tobago",6793852,9.864053,1.8,89638083.288,497028829.738634,683302073.385629,7.2890382179,15889969.7389196,2.9350822785,0.15,20888356.8701712,115822596.708,159229838.874943,110526440.158171,612851426.446634,842531912.260571,124.8333395357,692.180894391,951.5919640798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885392,923887,1,5.54484,7.6228992,1.3747735192
"8056","Slovenia",705,"SVN",1976,"Slovenia",NA,38.23404,12.8,NA,NA,NA,NA,17871229.028872,3.3010464135,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1734454,1734454,0,3.025554,4.15945152,1.3747735192
"8057","United Kingdom",826,"GBR",1982,"United Kingdom",1e+08,58.02282,32.97,24167010000,43124964994.8186,59287059889.7409,310.8426510469,35532558.811195,6.56332173,2.46,6189581046.49986,11045034779.35,15184421332.8932,30356591046.4999,54169999774.1686,74471481222.6341,538.9524497083,961.7369102567,1322.1704366233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56325175,56339704,1,1.7844559585,2.4532227979,1.3747735192
"8058","Sudan including South Sudan",736,"SDN",1952,"Sudan",NA,10.95621,1.71,NA,NA,NA,NA,0,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8504667,8504667,0,6.48333,8.9131104,1.3747735192
"8059","Ireland",372,"IRL",1938,"Ireland",NA,13.66059,1.13,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2937000,2937000,1,12.214146,16.79168448,1.3747735192
"8060","Finland",246,"FIN",2008,"Finland",0,77.7856254495,97.2559728,0,0,0,0,38316711.6296489,7.0775906513,7.96,0,0,0,0,0,0,0,0,0,0,-243.24339,-12113520.822,-6906106318.07903,-1316.7658391429,0,-167.35779,-31.2634827464,-1197913852.93214,-228.4025132437,-1545.1683523866,5244749,5244749,1,0.7998030682,1.0995480788,1.3747735192
"8061","Kuwait",414,"KWT",2008,"Kuwait",128770279.284,77.7856254495,97.2559728,91798565453.6845,73420774309.3429,100936936276.984,91.5012645574,38316711.6296489,7.0775906513,7.96,4383613550.68949,3506027567.7939,4819993857.66119,96182179004.374,76926801877.1368,105756930134.645,35256.8671088059,28198.5504899438,38766.6204923771,1785.38,1785.38,88911924,50690068487.2544,18581.1241426556,0,0,0,0,0,18581.1241426556,2728041,2596799,1,0.7998030682,1.0995480788,1.3747735192
"8062","Uzbekistan",860,"UZB",1939,"Uzbekistan",NA,12.49909,1.02,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.38979,17.0331552,1.3747735192
"8063","Czech Republic",203,"CZE",1990,"Czech Republic",50000,30.875,23.7258203,8695513.13995,11456521.5202708,15750122.407798,1.9663067724,17577255.8683605,3.2467457806,1.71,26232808.5779174,34562277.2541498,47515303.5310012,34928321.7178674,46018798.7744206,63265425.9387993,3.3692055747,4.4389992346,6.1026185994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10366931,10309514,0,1.3175210406,1.8112930375,1.3747735192
"8064","Malaysia",458,"MYS",1981,"Malaysia",12600000,67.14143,35.93,3318422940,6286385371.48515,8642356139.97624,13.8543558055,34697136.395785,6.4090084388,1.98,253752720.099617,480706473.06,660862529.653498,3572175660.09962,6767091844.54515,9303218669.62974,252.9504174362,479.1865993675,658.7730475486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14122039,14096090,1,1.8943894389,2.6043564356,1.3747735192
"8065","Costa Rica",188,"CRI",2002,"Costa Rica",0,23.71533,25.0232558,0,0,0,0,19291137.0404127,3.56332173,2.95,0,0,0,0,0,0,0,0,0,0,-9.68,-482064,-83791003.956,-21.8433274129,0,0,0,0,0,-21.8433274129,3836000,3836000,1,0.9571984436,1.3159310728,1.3747735192
"8066","Djibouti",262,"DJI",1944,"Djibouti",NA,11.71031,1.21,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.78096,13.4466048,1.3747735192
"8067","Thailand",764,"THA",1949,"Thailand",NA,12.70712,1.78,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9e+07,1.9e+07,1,7.220346,9.92634048,1.3747735192
"8068","Singapore",702,"SGP",1946,"Singapore",NA,9.768706,1.12,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.80803,12.1090464,1.3747735192
"8069","Sri Lanka",144,"LKA",1957,"Sri Lanka",NA,11.47628,1.9,NA,NA,NA,NA,12852184.2618626,2.373964135,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9150728,9150728,1,6.111378,8.40176064,1.3747735192
"8070","Finland",246,"FIN",1980,"Finland",0,75.97401,36.83,0,0,0,0,30804095.0090108,5.6899135021,1.59,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4779535,4779535,1,2.0898058252,2.8730097087,1.3747735192
"8071","Montenegro",499,"MNE",1983,NA,NA,50.38642,29.55,NA,NA,NA,NA,31265639.2099653,5.7751666667,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582217,NA,0,1.7289156627,2.3768674699,1.3747735192
"8072","Nicaragua",558,"NIC",1933,"Nicaragua",NA,8.815239,0.67,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,7e+05,1,13.280064,18.25708032,1.3747735192
"8073","India",356,"IND",1966,"India",4675956,9.413322,1.8,61694563.464,327213157.917825,449843984.627376,2.6777488211,16123642.9091083,2.9782447257,0.16,8140463.70725675,43175065.792,59355937.1389949,69835027.1712568,370388223.709825,509199921.766371,0.1399621021,0.7423253984,1.0205293004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498956690,4.95e+08,1,5.30376,7.2914688,1.3747735192
"8074","Burkina Faso",854,"BFA",1941,"Burkina Faso",0,13.17518,1.14,0,0,0,NA,0,NA,0.05,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.688936,16.06963968,1.3747735192
"8075","Chile",152,"CHL",2008,"Chile",153985.584,77.7856254495,97.2559728,109774210.247475,87797750.168902,120702021.974362,13.9066089176,38316711.6296489,7.0775906513,7.96,666233407.703925,532855523.641639,732555663.442666,776007617.951399,620653273.810541,853257685.417028,46.1800663291,36.9349587413,50.7772032089,0,-205.7255,-10245129.9,-5840907641.27225,-347.5913071682,0,-27.5457,-5.145709182,-197166654.857912,-11.7333502772,-359.3246574455,16803952,16454000,1,0.7998030682,1.0995480788,1.3747735192
"8076","Namibia",516,"NAM",1954,"Namibia",NA,12.21305,1.93,NA,NA,NA,NA,0,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509470,509470,0,6.400674,8.79947712,1.3747735192
"8077","Iraq",368,"IRQ",1975,"Iraq",1.11e+08,36.43979,11.53,9381153900,30030931102.3722,41285728835.3727,71.3828789352,15016188.1005721,2.7736835443,0.44,334842998.543671,1071898737.252,1473617999.19913,9715996898.54367,31102829839.6242,42759346834.5718,812.4203099577,2600.7182713958,3575.3986103203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11959323,11117804,1,3.201198,4.40092224,1.3747735192
"8078","Cape Verde",132,"CPV",1999,"Cape Verde",0,18.55794,17.9700778,0,0,0,0,11295988.7923191,2.0865147679,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397387,397387,1,1.0336134454,1.4209843938,1.3747735192
"8079","Somalia",706,"SOM",1970,"Somalia",0,7.879107,1.8,0,0,0,0,14359329.9523663,2.6523533755,0.17,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3666949,3666949,1,4.432428,6.09358464,1.3747735192
"8080","Myanmar",104,"MMR",1986,"Burma (Myanmar)",1430000,22.21579,14.43,151253817,237645139.483577,326708244.72,7.7677830045,23632833.4266869,4.3652890295,1.94,116839660.358095,183574721.84,252373666.373486,268093477.358095,421219861.323577,579081911.093486,7.0590490352,11.0909511302,15.2475459161,0,0,0,0,0,NA,NA,NA,NA,NA,NA,37978696,36997574,1,1.5711678832,2.16,1.3747735192
"8081","Poland",616,"POL",1963,"Poland",213000,9.994071,1.8,2810322,15800557.69026,21722188.3005888,6.3259451943,17058352.7221649,3.1508976793,0.16,19193146.6893619,107910204.426,148352091.492413,22003468.6893619,123710762.11626,170074279.793002,0.7141616173,4.0152522859,5.5200625154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30810209,30662122,1,5.62233,7.7294304,1.3747735192
"8082","Georgia",268,"GEO",1937,"Georgia",NA,13.9813,1.18,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.986842,16.47919296,1.3747735192
"8083","New Zealand",554,"NZL",1984,"New Zealand",811000,45.81844,28.78,171086451.4,283552328.499326,389820232.518098,23.2861884469,29369761.5996525,5.4249736287,2.66,412649410.904036,683909803.25,940221087.0046,583735862.304036,967462131.749326,1330041319.5227,179.5306048441,297.547354708,409.0602239497,0,-32.55753,-1621364.994,-544483360.721418,-167.4583204329,NA,NA,NA,NA,NA,NA,3251456,3298000,1,1.6573628489,2.2784985563,1.3747735192
"8084","Zambia",894,"ZMB",1997,"Zambia",0,20.3782,19.0925875,0,0,0,0,12932015.0758337,2.3887099156,2.32,0,0,0,0,0,0,0,0,0,0,-11.76,-585648,-87471385.68,-9.179513866,0,0,0,0,0,-9.179513866,9528978,9528978,1,1.0728971963,1.4749906542,1.3747735192
"8085","North Vietnam",998,"VDR",1980,NA,NA,75.97401,36.83,NA,NA,NA,NA,30804095.0090108,5.6899135021,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53715202,53715202,0,2.0898058252,2.8730097087,1.3747735192
"8086","Ecuador",218,"ECU",1979,"Ecuador",10900000,74.01507,31.61,2525544170,5990340304.04959,8235361220.78678,3.5604673542,23003312.7208218,4.2490084388,1.18,34530340.8417422,81902543.9800001,112597448.61585,2560074510.84174,6072242848.02959,8347958669.40263,330.85909339,784.764957049,1078.8740817186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7737658,7703577,1,2.3719008264,3.2608264463,1.3747735192
"8087","India",356,"IND",1947,"India",254508,14.47537,1.9,3544532.916,27307889.7383688,37542163.6765534,NA,0,NA,0.06,NA,NA,NA,3544532.916,27307889.7383688,37542163.6765534,0.0102443148,0.0789245368,0.1085033632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46e+08,3.46e+08,1,7.704228,10.59156864,1.3747735192
"8088","Gambia, The",270,"GMB",1981,"Gambia, The",0,67.14143,35.93,0,0,0,0,34697136.395785,6.4090084388,1.98,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692658,692658,1,1.8943894389,2.6043564356,1.3747735192
"8089","Saudi Arabia",682,"SAU",1955,"Saudi Arabia",48700000,12.26506,1.93,688954030,4427565829.61112,6086900256.90371,0.0007004313,12384826.4999508,2.2876371308,0.1,1349.8349958236,8674.72,11925.7753421603,688955379.834996,4427574504.33112,6086912182.67905,169.156932516,1087.0877034419,1494.4993877004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4072877,4243218,1,6.426504,8.83498752,1.3747735192
"8090","Congo, Dem. Rep.",180,"ZAR",1951,"Congo (Kinshasa)",NA,11.19891,1.71,NA,NA,NA,NA,0,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13831813,13831813,0,6.622812,9.10486656,1.3747735192
"8091","Paraguay",600,"PRY",1951,"Paraguay",NA,11.19891,1.71,NA,NA,NA,NA,0,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515299,1515299,1,6.622812,9.10486656,1.3747735192
"8092","Mauritius",480,"MUS",1982,"Mauritius",0,58.02282,32.97,0,0,0,0,35532558.811195,6.56332173,2.46,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992040,992040,1,1.7844559585,2.4532227979,1.3747735192
"8093","Cuba",192,"CUB",1938,"Cuba",NA,13.66059,1.13,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4428000,4428000,1,12.214146,16.79168448,1.3747735192
"8094","Guinea",324,"GIN",2007,"Guinea",0,60.1199916104,72.3890784,0,0,0,0,31248808.1865621,5.7720577596,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9569216,9569216,1,0.8305119079,1.1417657783,1.3747735192
"8095","Angola",24,"AGO",1996,"Angola",35400000,22.48449,20.6684884,5363100707.0088,5886079934.6521,8092026825.84089,3.2444066266,12412518.0098546,2.2927521097,2.17,36693147.6003986,40271255.6838026,55363855.8975651,5399793854.6092,5926351190.33591,8147390681.73845,428.7330600989,470.5406816382,646.8868688055,682.52973,682.52973,33989980.554,5601411504.44401,444.7411067598,0,0,0,0,0,444.7411067598,12594769,9650607,1,1.0975143403,1.508833652,1.3747735192
"8096","Yemen, Rep.",887,"YEM",1998,"Yemen",18100000,13.61725,12.7156615,1687024958.1895,1782243544.7867,2450181230.07331,659.7,11312955.4815178,2.0896487342,1.96,7064428264.68432,7463156731.1573,10260150243.3638,8751453222.87382,9245400275.944,12710331473.4372,520.2345186156,549.5974485007,755.5720183987,293.75829,293.75829,14629162.842,1460065727.19341,86.7943381961,0,0,0,0,0,86.7943381961,16822131,16366210,1,1.0564417178,1.4523680982,1.3747735192
"8097","Panama",591,"PAN",1986,"Panama",0,22.21579,14.43,0,0,0,0,23632833.4266869,4.3652890295,1.94,0,0,0,0,0,0,0,0,0,0,-18.92639,-942534.222,-153469617.579806,-69.3804781102,NA,NA,NA,NA,NA,NA,2212000,2212000,1,1.5711678832,2.16,1.3747735192
"8098","Hungary",348,"HUN",1954,"Hungary",1268579,12.21305,1.93,17946460.2551,114869441.546852,157919466.399742,NA,0,NA,0.1,NA,NA,NA,17946460.2551,114869441.546852,157919466.399742,1.7302260753,11.074613054,15.2250847616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10372321,9706000,1,6.400674,8.79947712,1.3747735192
"8099","Bahrain",48,"BHR",1985,"Bahrain",2090301,43.43477,27.56,422271738.4548,675791759.869113,929060615.937133,42.5501830445,27598504.3500577,5.0977995781,2.51,733780394.396322,1174321411.84988,1614425979.99821,1156052132.85112,1850113171.71899,2543486595.93535,2795.9487969041,4474.5574612164,6151.503107657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413474,423950,1,1.6003717472,2.2001486989,1.3747735192
"8100","Ghana",288,"GHA",1953,"Ghana",NA,12.27372,1.93,NA,NA,NA,NA,0,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5731008,5731008,0,6.43167,8.8420896,1.3747735192
"8101","Gabon",266,"GAB",1934,"Gabon",NA,12.71579,1,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.853008,17.66997504,1.3747735192
"8102","Slovak Republic",703,"SVK",1941,"Slovakia",NA,13.17518,1.14,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.688936,16.06963968,1.3747735192
"8103","Cameroon",120,"CMR",2005,"Cameroon",4099290.486,47.25731,54.5210895,1638238752.86225,1444468577.79252,1985817150.01331,12.2045666497,48773200.8760436,9.0090390295,7.33,675107166.040973,595255780.81032,818341884.587178,2313345918.90323,2039724358.60284,2804159034.60048,142.0507077067,125.2490110962,172.1890237565,83.4817,33.4817,1667388.66,577523102.822855,35.4627316229,0,0,0,0,0,35.4627316229,16285353,17261467,1,0.8817204301,1.2121658986,1.3747735192
"8104","Serbia",688,"SRB",1952,NA,NA,10.95621,1.71,NA,NA,NA,NA,0,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.48333,8.9131104,1.3747735192
"8105","Pakistan",586,"PAK",1933,"Pakistan",NA,8.815239,0.67,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.280064,18.25708032,1.3747735192
